"index","brand","model","mileage","year","fuel_type","ownerCount","accidentCount","transmission","city","state","body_style","engine","drive_train","price"
"3750","Alfa Romeo","Stelvio","27620","2019","Gas","1","0","Automatic","Jamaica","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","33990"
"3751","Volkswagen","Beetle","11268","2019","Gas","1","0","Automatic","New York","NY","Convertible","2.0L Inline-4 Gas Turbocharged","FWD","37800"
"3752","Mazda","CX-5","23007","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","2.5L Inline-4 Gas","FWD","27998"
"3753","Mazda","Mazda6","187567","2005","Gas","4","1","Automatic","Newark","NJ","Hatchback","3.0L V-6 Gas","FWD","2995"
"3754","Audi","S5","28445","2019","Gas","2","0","Automatic","Jamaica","NY","Hatchback","3.0L V-6 Gas Turbocharged","AWD","50750"
"3755","Honda","Civic","46379","2019","Gas","1","1","Manual","Tenafly","NJ","Coupe","1.5L Inline-4 Gas Turbocharged","FWD","23795"
"3756","Chevrolet","Equinox","94814","2015","Gas","2","0","Automatic","Garfield","NJ","SUV","2.4L Inline-4 Gas","AWD","14999"
"3757","Hyundai","Equus","74026","2013","Gas","4","0","Automatic","New York","NY","Sedan","5.0L V-8 Gas","RWD","19990"
"3758","Jeep","Grand Cherokee","88748","2018","Gas","1","0","Automatic","Jamaica","NY","SUV","3.6L V-6 Gas","4WD","32777"
"3759","Chevrolet","Blazer","37102","2019","Gas","2","0","Automatic","New York","NY","SUV","3.6L V-6 Gas","AWD","31990"
"3760","Honda","Accord","58854","2018","Gas","1","0","Automatic","Jamaica","NY","Sedan","1.5L Inline-4 Gas Turbocharged","FWD","24522"
"3761","Ford","F-150","47729","2017","Gas","3","0","Automatic","Langhorne","PA","Pickup Truck","2.7L V-6 Gas Turbocharged","4WD","31998"
"3762","Chevrolet","Camaro","49232","2018","Gas","2","0","Automatic","Newark","NJ","Convertible","2.0L Inline-4 Gas Turbocharged","RWD","21995"
"3763","Volkswagen","Jetta","55343","2019","Gas","1","0","Automatic","Union","NJ","Sedan","1.4L Inline-4 Gas Turbocharged","FWD","19425"
"3764","Ram","1500","71580","2019","Gas","1","0","Automatic","East Meadow","NY","Pickup Truck","5.7L V-8 Gas","4WD","32836"
"3765","Ford","F-150","18224","2021","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","3.3L V-6 Gas","RWD","33998"
"3766","Mercedes-Benz","C-Class","8720","2020","Gas","1","0","Automatic","Forest Hills","NY","Sedan","3.0L V-6 Gas Turbocharged","AWD","56980"
"3767","Subaru","Forester","21462","2018","Gas","1","0","Automatic","Bloomfield","NJ","SUV","2.5L Flat-4 Gas","AWD","28000"
"3768","Chevrolet","Silverado 1500","105479","2018","Gas","1","0","Automatic","Brooklyn","NY","Pickup Truck","6.2L V-8 Gas","4WD","38999"
"3769","Honda","Accord","52407","2018","Gas","1","0","Automatic","Tenafly","NJ","Sedan","2.0L Inline-4 Gas Turbocharged","FWD","24995"
"3770","Lexus","NX","35864","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","2.0L Inline-4 Gas Turbocharged","FWD","34998"
"3771","Honda","Civic","27075","2019","Gas","1","0","Automatic","Paramus","NJ","Hatchback","1.5L Inline-4 Gas Turbocharged","FWD","29795"
"3772","Dodge","Charger","56028","2019","Gas","1","0","Automatic","Bronx","NY","Sedan","3.6L V-6 Gas","RWD","20995"
"3773","Kia","Optima","18200","2020","Gas","1","0","Automatic","Hempstead","NY","Sedan","2.4L Inline-4 Gas","FWD","18390"
"3774","Honda","Accord","150403","2003","Gas","3","1","Automatic","Elmhurst","NY","Sedan","2.4L Inline-4 Gas","FWD","4995"
"3775","Nissan","Altima","107957","2015","Gas","3","1","Automatic","Bergenfield","NJ","Sedan","2.5L Inline-4 Gas","FWD","13995"
"3776","Mercedes-Benz","E-Class","69343","2017","Gas","2","0","Automatic","Union","NJ","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","34995"
"3777","Toyota","Camry","26339","2017","Gas","1","0","Automatic","Langhorne","PA","Sedan","2.5L Inline-4 Gas","FWD","21998"
"3778","Buick","Enclave","47988","2019","Gas","2","0","Automatic","Brooklyn","NY","SUV","3.6L V-6 Gas","FWD","31369"
"3779","Toyota","RAV4","18358","2020","Gas","1","0","Automatic","Langhorne","PA","SUV","2.5L Inline-4 Gas","FWD","29998"
"3780","Acura","RDX","47217","2019","Gas","1","0","Automatic","Elmont","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","32995"
"3781","Subaru","Forester","25852","2019","Gas","1","0","Automatic","Long Island City","NY","SUV","2.5L Flat-4 Gas","AWD","31889"
"3782","Mercedes-Benz","CLA","76379","2015","Gas","2","0","Automatic","Great Neck","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","22990"
"3783","Nissan","Frontier","7966","2019","Gas","1","0","Automatic","Bloomfield","NJ","Pickup Truck","4.0L V-6 Gas","4WD","30600"
"3784","Ford","Transit Cargo Van","165846","2016","Gas","1","0","Automatic","Brooklyn","NY","Cargo Van","3.7L V-6 Gas","RWD","20990"
"3785","Mercedes-Benz","GLC","69571","2017","Gas","2","0","Automatic","Englewood","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD","39995"
"3786","Kia","Optima","44151","2019","Gas","1","0","Automatic","Paramus","NJ","Sedan","1.6L Inline-4 Gas Turbocharged","FWD","20795"
"3787","Toyota","Camry","20836","2020","Gas","1","0","Automatic","Langhorne","PA","Sedan","2.5L Inline-4 Gas","FWD","32998"
"3788","Toyota","RAV4","15520","2019","Gas","1","0","Automatic","Brooklyn","NY","SUV","2.5L Inline-4 Gas","AWD","34775"
"3789","Toyota","RAV4","17","2019","Gas","1","0","Automatic","Little Falls","NJ","SUV","2.5L Inline-4 Gas","AWD","29898"
"3790","BMW","3 Series","31814","2018","Gas","1","0","Automatic","North Plainfield","NJ","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","29900"
"3791","Mercedes-Benz","E-Class","82887","2017","Gas","2","1","Automatic","Valley Stream","NY","Convertible","3.0L V-6 Gas Turbocharged","RWD","26388"
"3792","INFINITI","Q50","34432","2018","Gas","1","0","Automatic","Ramsey","NJ","Sedan","3.0L V-6 Gas Turbocharged","AWD","31497"
"3793","Jeep","Grand Cherokee","34930","2017","Gas","1","0","Automatic","East Hanover","NJ","SUV","3.6L V-6 Gas","4WD","29808"
"3794","BMW","X3","8238","2019","Gas","1","1","Automatic","Brooklyn","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","42889"
"3795","Hyundai","Santa Fe Sport","72704","2018","Gas","2","0","Automatic","New York","NY","SUV","2.4L Inline-4 Gas","FWD","18590"
"3796","Subaru","Forester","29780","2019","Gas","1","0","Automatic","Ramsey","NJ","SUV","2.5L Flat-4 Gas","AWD","26980"
"3797","Toyota","RAV4","67872","2016","Gas","2","1","Automatic","Newark","NJ","SUV","2.5L Inline-4 Gas","AWD","19995"
"3798","Ram","1500","46894","2018","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","5.7L V-8 Gas","4WD","40998"
"3799","Nissan","Kicks","12879","2020","Gas","1","0","Automatic","Langhorne","PA","SUV","1.6L Inline-4 Gas Turbocharged","FWD","23998"
"3800","Nissan","Maxima","140850","2016","Gas","1","1","Automatic","Brooklyn","NY","Sedan","3.5L V-6 Gas","FWD","14699"
"3801","Nissan","Altima","85462","2014","Gas","2","0","Automatic","Garfield","NJ","Sedan","2.5L Inline-4 Gas","FWD","10999"
"3802","Mercedes-Benz","GL","156000","2008","Gas","4","0","Automatic","Linden","NJ","SUV","4.7L V-8 Gas","4WD","6900"
"3803","Toyota","Corolla","138969","2010","Gas","1","0","Automatic","Paterson","NJ","Sedan","1.8L Inline-4 Gas","FWD","7291"
"3804","Hyundai","Tucson","23017","2019","Gas","1","0","Automatic","Hempstead","NY","SUV","2.0L Inline-4 Gas","AWD","19784"
"3805","Chevrolet","Silverado 1500","9180","2020","Gas","2","0","Automatic","Langhorne","PA","Pickup Truck","4.3L V-6 Gas","4WD","39998"
"3806","Mercedes-Benz","GLC","10617","2020","Gas","1","0","Automatic","New York","NY","SUV","2.0L Inline-4 Gas Turbocharged","RWD","43590"
"3807","GMC","Acadia","29269","2018","Gas","1","0","Automatic","Brooklyn","NY","SUV","3.6L V-6 Gas","AWD","36998"
"3808","INFINITI","Q50","60685","2018","Gas","1","0","Automatic","Ramsey","NJ","Sedan","3.0L V-6 Gas Turbocharged","AWD","32733"
"3809","Kia","Optima","31427","2019","Gas","1","0","Automatic","Great Neck","NY","Sedan","2.4L Inline-4 Gas","FWD","20824"
"3810","Jeep","Grand Cherokee","60585","2019","Gas","1","0","Automatic","Richmond Hill","NY","SUV","3.6L V-6 Gas","4WD","38867"
"3811","Nissan","Rogue","27549","2018","Gas","1","0","Automatic","Woodside","NY","SUV","2.5L Inline-4 Gas","AWD","23995"
"3812","Jeep","Cherokee","13928","2019","Gas","1","0","Automatic","Verona","NJ","SUV","2.4L Inline-4 Gas","4WD","26900"
"3813","Jeep","Cherokee","28007","2019","Gas","1","0","Automatic","Freeport","NY","SUV","2.4L Inline-4 Gas","4WD","23152"
"3814","Toyota","Highlander","58464","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","3.5L V-6 Gas","AWD","32998"
"3815","Honda","Accord","26268","2019","Gas","1","1","Automatic","Jamaica","NY","Sedan","1.5L Inline-4 Gas Turbocharged","FWD","26672"
"3816","Kia","Sorento","41334","2019","Gas","1","0","Automatic","Jamaica","NY","SUV","3.3L V-6 Gas","AWD","23995"
"3817","Jeep","Grand Cherokee","39967","2019","Gas","1","1","Automatic","Lodi","NJ","SUV","3.6L V-6 Gas","4WD","30976"
"3818","Toyota","Tundra","48020","2019","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","5.7L V-8 Gas","RWD","36998"
"3819","Nissan","Rogue Sport","9459","2019","Gas","1","0","Automatic","Bronx","NY","SUV","2.0L Inline-4 Gas","AWD","25888"
"3820","Acura","RDX","25028","2020","Gas","3","0","Automatic","Forest Hills","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","43498"
"3821","Toyota","Camry","105246","2017","Gas","1","0","Automatic","Langhorne","PA","Sedan","2.5L Inline-4 Gas","FWD","18998"
"3822","Ford","Explorer","85830","2018","Gas","1","0","Automatic","Jamaica","NY","SUV","3.5L V-6 Gas","4WD","26995"
"3823","Honda","Civic","44171","2019","Gas","1","0","Automatic","Nanuet","NY","Sedan","2.0L Inline-4 Gas","FWD","21299"
"3824","Ford","Edge","22924","2019","Gas","1","1","Automatic","Mahwah","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD","30995"
"3825","Chevrolet","Silverado 1500","51982","2018","Gas","2","0","Automatic","New York","NY","Pickup Truck","5.3L V-8 Gas","4WD","35590"
"3826","Lexus","RX","47344","2016","Gas","2","0","Automatic","Langhorne","PA","SUV","3.5L V-6 Gas","FWD","32998"
"3827","Ford","Transit Cargo Van","60274","2019","Gas","2","0","Automatic","Avenel","NJ","Cargo Van","3.7L V-6 Gas","RWD","37946"
"3828","Chevrolet","Traverse","100994","2012","Gas","3","1","Automatic","Garfield","NJ","SUV","3.6L V-6 Gas","AWD","10999"
"3829","INFINITI","Q50","48082","2018","Gas","2","0","Automatic","Great Neck","NY","Sedan","3.0L V-6 Gas Turbocharged","AWD","26695"
"3830","Toyota","Tacoma","32411","2019","Gas","2","0","Automatic","Brooklyn","NY","Pickup Truck","3.5L V-6 Gas","4WD","35561"
"3831","Toyota","Camry","12645","2019","Gas","1","0","Automatic","Ramsey","NJ","Sedan","2.5L Inline-4 Gas","FWD","24295"
"3832","Lexus","RX","46402","2019","Gas","1","0","Automatic","Oakhurst","NJ","SUV","3.5L V-6 Gas","AWD","40390"
"3833","Ram","1500","67828","2018","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","3.6L V-6 Gas","RWD","26998"
"3834","Mazda","CX-5","35499","2018","Gas","1","0","Automatic","Ramsey","NJ","SUV","2.5L Inline-4 Gas","AWD","23660"
"3835","BMW","X3","24088","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","2.0L Inline-4 Gas Turbocharged","AWD","39998"
"3836","BMW","4 Series","10654","2021","Gas","1","0","Automatic","Englewood","NJ","Coupe","2.0L Inline-4 Gas Turbocharged","AWD","58799"
"3837","Lexus","ES","30754","2019","Gas","1","0","Automatic","Oakhurst","NJ","Sedan","3.5L V-6 Gas","FWD","37913"
"3838","BMW","3 Series","30075","2018","Gas","1","0","Automatic","Great Neck","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","30995"
"3839","Honda","Civic","30964","2019","Gas","1","0","Manual","Langhorne","PA","Hatchback","2.0L Inline-4 Gas Turbocharged","FWD","41998"
"3840","Toyota","Tacoma","16114","2019","Gas","2","0","Automatic","Langhorne","PA","Pickup Truck","3.5L V-6 Gas","4WD","38998"
"3841","Ford","Bronco Sport","2168","2021","Gas","1","0","Automatic","New York","NY","SUV","1.5L Inline-3 Gas Turbocharged","4WD","35590"
"3842","Ford","Explorer","44061","2006","Gas","2","0","Automatic","Garfield","NJ","SUV","4.0L V-6 Gas","4WD","6999"
"3843","Nissan","Rogue Sport","33384","2018","Gas","1","0","Automatic","Elmont","NY","SUV","2.0L Inline-4 Gas","AWD","18995"
"3844","BMW","X3","13116","2009","Gas","1","0","Manual","New York","NY","SUV","3.0L Inline-6 Gas","AWD","16590"
"3845","Chrysler","Pacifica","14051","2019","Gas","1","0","Automatic","Brooklyn","NY","Minivan","3.6L V-6 Gas","FWD","31995"
"3846","Chrysler","Pacifica","75556","2018","Gas","2","0","Automatic","Langhorne","PA","Minivan","3.6L V-6 Gas","FWD","30998"
"3847","BMW","X6","37081","2017","Gas","1","0","Automatic","Long Island City","NY","SUV","3.0L Inline-6 Gas Turbocharged","AWD","46981"
"3848","Mercedes-Benz","GLB","10696","2021","Gas","1","0","Automatic","New York","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","46940"
"3849","BMW","3 Series","83302","2014","Gas","4","1","Automatic","Hillside","NJ","Sedan","3.0L Inline-6 Gas Turbocharged","AWD","18700"
"3850","Toyota","Corolla","65596","2017","Gas","1","0","Automatic","North Plainfield","NJ","Sedan","1.8L Inline-4 Gas","FWD","15788"
"3851","Lexus","IS","33470","2019","Gas","1","0","Automatic","Englewood","NJ","Sedan","3.5L V-6 Gas","AWD","33128"
"3852","Ford","F-150","93246","2013","Gas","1","0","Automatic","Rahway","NJ","Pickup Truck","6.2L V-8 Gas","4WD","34900"
"3853","Dodge","Grand Caravan","46221","2019","Gas","2","0","Automatic","Langhorne","PA","Minivan","3.6L V-6 Gas","FWD","26998"
"3854","Mercedes-Benz","E-Class","32170","2019","Gas","1","1","Automatic","Great Neck","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","37995"
"3855","Toyota","Camry","28389","2019","Gas","1","0","Automatic","Jamaica","NY","Sedan","2.5L Inline-4 Gas","FWD","29995"
"3856","Land Rover","Range Rover Sport","165696","2011","Gas","3","0","Automatic","Brooklyn","NY","SUV","5.0L V-8 Gas","4WD","12995"
"3857","BMW","3 Series","33480","2018","Gas","1","1","Automatic","Jamaica","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","24495"
"3858","Lexus","IS","26847","2018","Gas","1","0","Automatic","Flushing","NY","Sedan","3.5L V-6 Gas","AWD","29129"
"3859","Ram","1500 Classic","45597","2019","Gas","1","0","Automatic","Westbury","NY","Pickup Truck","3.6L V-6 Gas","RWD","23995"
"3860","Chevrolet","Colorado","49676","2018","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","3.6L V-6 Gas","4WD","39998"
"3861","Toyota","Tundra","102054","2019","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","5.7L V-8 Gas","4WD","41998"
"3862","Honda","HR-V","23548","2019","Gas","1","0","Automatic","Nanuet","NY","SUV","1.8L Inline-4 Gas","AWD","21899"
"3863","Nissan","Sentra","38509","2019","Gas","1","0","Automatic","Hackensack","NJ","Sedan","1.8L Inline-4 Gas","FWD","17595"
"3864","Subaru","Outback","27658","2019","Gas","1","0","Automatic","Wayne","NJ","SUV","2.5L Flat-4 Gas","AWD","25888"
"3865","INFINITI","Q50","17216","2018","Gas","1","2","Automatic","Englewood","NJ","Sedan","3.0L V-6 Gas Turbocharged","AWD","27990"
"3866","Nissan","Rogue","49023","2018","Gas","1","0","Automatic","Bronx","NY","SUV","2.5L Inline-4 Gas","AWD","20995"
"3867","BMW","X5","43920","2019","Gas","1","0","Automatic","Ramsey","NJ","SUV","3.0L Inline-6 Gas Turbocharged","AWD","50199"
"3868","GMC","Yukon","70502","2017","Gas","2","0","Automatic","Langhorne","PA","SUV","5.3L V-8 Gas","RWD","38998"
"3869","Jeep","Grand Cherokee","47017","2016","Gas","1","0","Automatic","New York","NY","SUV","3.6L V-6 Gas","4WD","26590"
"3870","Lincoln","Nautilus","12849","2019","Gas","1","0","Automatic","East Hanover","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD","42590"
"3871","Honda","CR-V","83261","2010","Gas","2","1","Automatic","Elmhurst","NY","SUV","2.4L Inline-4 Gas","FWD","12800"
"3872","Jeep","Compass","20166","2018","Gas","1","0","Automatic","Langhorne","PA","SUV","2.4L Inline-4 Gas","4WD","24998"
"3873","Chevrolet","Express Passenger","52176","2019","Gas","2","1","Automatic","Avenel","NJ","Passenger Van","6.0L V-8 Gas","RWD","34946"
"3874","Mercedes-Benz","GLS","55563","2018","Gas","2","1","Automatic","Great Neck","NY","SUV","3.0L V-6 Gas Turbocharged","AWD","44995"
"3875","Honda","Accord","36289","2020","Gas","1","1","Automatic","Long Island City","NY","Sedan","1.5L Inline-4 Gas Turbocharged","FWD","27995"
"3876","Chevrolet","Equinox","35923","2020","Gas","2","0","Automatic","Langhorne","PA","SUV","1.5L Inline-4 Gas Turbocharged","FWD","25998"
"3877","Ram","1500","44271","2019","Gas","2","0","Automatic","Levittown","NY","Pickup Truck","3.6L V-6 Gas","4WD","37295"
"3878","Ford","Mustang","19969","2019","Gas","2","0","Manual","New York","NY","Coupe","2.3L Inline-4 Gas Turbocharged","RWD","25990"
"3879","GMC","Terrain","18211","2019","Gas","1","0","Automatic","Union","NJ","SUV","1.5L Inline-4 Gas Turbocharged","AWD","28474"
"3880","BMW","X5","59748","2018","Gas","1","1","Automatic","Valley Stream","NY","SUV","3.0L Inline-6 Gas Turbocharged","AWD","35988"
"3881","Jeep","Compass","9551","2019","Gas","1","0","Automatic","Ramsey","NJ","SUV","2.4L Inline-4 Gas","4WD","25995"
"3882","Ram","1500","42472","2017","Gas","2","0","Automatic","Langhorne","PA","Pickup Truck","5.7L V-8 Gas","RWD","23998"
"3883","Lexus","NX","25924","2020","Gas","1","0","Automatic","Langhorne","PA","SUV","2.0L Inline-4 Gas Turbocharged","FWD","34998"
"3884","GMC","Acadia","144093","2012","Gas","4","0","Automatic","Garfield","NJ","SUV","3.6L V-6 Gas","AWD","8899"
"3885","Lexus","RX","20389","2019","Gas","1","0","Automatic","Ramsey","NJ","SUV","3.5L V-6 Gas","AWD","38998"
"3886","Jeep","Compass","38159","2019","Gas","1","0","Automatic","Westbury","NY","SUV","2.4L Inline-4 Gas","4WD","23995"
"3887","Mercedes-Benz","E-Class","12999","2019","Gas","1","0","Automatic","New York","NY","Convertible","3.0L V-6 Gas Turbocharged","AWD","75901"
"3888","Nissan","Rogue","32124","2019","Gas","1","0","Automatic","New Rochelle","NY","SUV","2.5L Inline-4 Gas","AWD","25011"
"3889","Jeep","Wrangler","37056","2017","Gas","1","0","Automatic","New York","NY","SUV","3.6L V-6 Gas","4WD","33590"
"3890","Jeep","Cherokee","26554","2019","Gas","1","0","Automatic","Brooklyn","NY","SUV","3.2L V-6 Gas","4WD","29995"
"3891","Ford","Escape","25557","2019","Gas","1","0","Automatic","Keyport","NJ","SUV","1.5L Inline-4 Gas Turbocharged","4WD","24385"
"3892","Mercedes-Benz","E-Class","83155","2011","Gas","3","1","Automatic","North Plainfield","NJ","Sedan","3.5L V-6 Gas","RWD","12800"
"3893","Nissan","Sentra","61676","2019","Gas","1","0","Automatic","Rahway","NJ","Sedan","1.8L Inline-4 Gas","FWD","15900"
"3894","Mercedes-Benz","E-Class","49049","2018","Gas","1","1","Automatic","Westbury","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","35495"
"3895","Ram","1500","74131","2016","Gas","1","0","Automatic","Freeport","NY","Pickup Truck","5.7L V-8 Gas","4WD","26990"
"3896","Lamborghini","Huracan","9199","2015","Gas","4","0","Automatic","Staten Island","NY","Coupe","5.2L V-10 Gas","AWD","244999"
"3897","Toyota","RAV4","36061","2019","Gas","1","0","Automatic","Brooklyn","NY","SUV","2.5L Inline-4 Gas","AWD","28205"
"3898","BMW","X3","24045","2019","Gas","1","1","Automatic","Great Neck","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","36695"
"3899","Chevrolet","Camaro","128229","2015","Gas","2","1","Automatic","Bayonne","NJ","Convertible","3.6L V-6 Gas","RWD","14995"
"3900","Hyundai","Santa Fe","29385","2019","Gas","1","0","Automatic","Union","NJ","SUV","2.4L Inline-4 Gas","AWD","27894"
"3901","Honda","Accord","47021","2015","Gas","3","0","Automatic","Little Neck","NY","Sedan","3.5L V-6 Gas","FWD","18800"
"3902","Audi","Q3","38394","2018","Gas","1","0","Automatic","Jamaica","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD","27990"
"3903","Lexus","LX","23434","2018","Gas","1","0","Automatic","New York","NY","SUV","5.7L V-8 Gas","4WD","74969"
"3904","Nissan","Rogue","11165","2019","Gas","1","0","Automatic","Bronx","NY","SUV","2.5L Inline-4 Gas","AWD","26888"
"3905","Nissan","Altima","136556","2013","Gas","4","1","Automatic","Kearny","NJ","Sedan","2.5L Inline-4 Gas","FWD","8900"
"3906","BMW","5 Series","46830","2019","Gas","1","0","Automatic","Great Neck","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","36195"
"3907","Nissan","Rogue","14245","2019","Gas","1","1","Automatic","Woodside","NY","SUV","2.5L Inline-4 Gas","AWD","26995"
"3908","Nissan","Rogue","20608","2019","Gas","1","0","Automatic","Blauvelt","NY","SUV","2.5L Inline-4 Gas","AWD","21785"
"3909","Honda","CR-V","110137","2013","Gas","2","0","Automatic","Brooklyn","NY","SUV","2.4L Inline-4 Gas","AWD","12995"
"3910","Jeep","Wrangler","75023","2018","Gas","1","1","Automatic","Newark","NJ","SUV","3.6L V-6 Gas","4WD","35000"
"3911","Cadillac","XT6","9151","2021","Gas","1","0","Automatic","Forest Hills","NY","SUV","3.6L V-6 Gas","AWD","57798"
"3912","Chevrolet","Equinox","639","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","1.5L Inline-4 Gas Turbocharged","AWD","28998"
"3913","GMC","Terrain","21640","2018","Gas","3","0","Automatic","Staten Island","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD","26795"
"3914","Ford","EcoSport","36303","2018","Gas","1","0","Automatic","Mahwah","NJ","SUV","2.0L Inline-4 Gas","4WD","18844"
"3915","Mercedes-Benz","E-Class","42522","2019","Gas","1","0","Automatic","Westbury","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD","36995"
"3916","Toyota","Sienna","99234","2013","Gas","2","0","Automatic","Langhorne","PA","Minivan","3.5L V-6 Gas","FWD","20998"
"3917","Chevrolet","Silverado 1500","94403","2017","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","4.3L V-6 Gas","RWD","27998"
"3918","Honda","Accord","92442","2017","Gas","2","0","Automatic","Inwood","NY","Sedan","2.4L Inline-4 Gas","FWD","17999"
"3919","Toyota","RAV4","10831","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","2.5L Inline-4 Gas","AWD","36998"
"3920","BMW","X2","21093","2018","Gas","1","0","Automatic","Paramus","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD","31995"
"3921","Nissan","Rogue","19986","2019","Gas","1","1","Automatic","Hillside","NJ","SUV","2.5L Inline-4 Gas","AWD","31995"
"3922","Honda","CR-V","127185","2014","Gas","1","0","Automatic","Bayonne","NJ","SUV","2.4L Inline-4 Gas","AWD","15495"
"3923","BMW","4 Series","79615","2014","Gas","1","0","Automatic","Long Island City","NY","Coupe","2.0L Inline-4 Gas Turbocharged","AWD","21781"
"3924","Jeep","Grand Cherokee","40570","2018","Gas","1","0","Automatic","Langhorne","PA","SUV","3.6L V-6 Gas","4WD","34998"
"3925","Jeep","Compass","107016","2015","Gas","2","0","Automatic","Garfield","NJ","SUV","2.4L Inline-4 Gas","4WD","12999"
"3926","Jeep","Grand Cherokee","26355","2018","Gas","1","3","Automatic","Langhorne","PA","SUV","3.6L V-6 Gas","4WD","29998"
"3927","Kia","Forte","44410","2019","Gas","1","0","Automatic","Nanuet","NY","Sedan","2.0L Inline-4 Gas","FWD","17599"
"3928","Mercedes-Benz","E-Class","60268","2018","Gas","1","0","Automatic","Valley Stream","NY","Sedan","2.0L Inline-4 Gas Turbocharged","RWD","27995"
"3929","Lexus","NX","25526","2019","Gas","1","0","Automatic","Little Falls","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD","34995"
"3930","Jeep","Grand Cherokee","34614","2017","Gas","3","2","Automatic","Langhorne","PA","SUV","3.6L V-6 Gas","4WD","31998"
"3931","Toyota","RAV4","18020","2019","Gas","1","0","Automatic","Little Falls","NJ","SUV","2.5L Inline-4 Gas","AWD","29705"
"3932","Ford","F-150","5476","2020","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","2.7L V-6 Gas Turbocharged","4WD","45998"
"3933","Mercedes-Benz","C-Class","33113","2018","Gas","1","0","Automatic","New York","NY","Sedan","2.0L Inline-4 Gas Turbocharged","RWD","30990"
"3934","Mercedes-Benz","C-Class","11353","2018","Gas","1","0","Automatic","Westbury","NY","Convertible","2.0L Inline-4 Gas Turbocharged","RWD","43995"
"3935","Chevrolet","Equinox","9851","2020","Gas","1","0","Automatic","Greenvale","NY","SUV","1.5L Inline-4 Gas Turbocharged","FWD","23388"
"3936","Nissan","Rogue Sport","62364","2019","Gas","2","1","Automatic","Avenel","NJ","SUV","2.0L Inline-4 Gas","FWD","18481"
"3937","Volkswagen","Tiguan","27548","2020","Gas","1","0","Automatic","Kearny","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD","39900"
"3938","Mazda","CX-5","49702","2019","Gas","1","0","Automatic","Langhorne","PA","SUV","2.5L Inline-4 Gas","FWD","26998"
"3939","Nissan","Sentra","44391","2019","Gas","1","1","Automatic","Hackensack","NJ","Sedan","1.8L Inline-4 Gas","FWD","17495"
"3940","Nissan","Sentra","26573","2018","Gas","2","0","Automatic","Langhorne","PA","Sedan","1.8L Inline-4 Gas","FWD","18998"
"3941","Toyota","Tacoma","59443","2017","Gas","1","0","Automatic","Langhorne","PA","Pickup Truck","3.5L V-6 Gas","RWD","31998"
"3942","Kia","Stinger","34840","2018","Gas","2","0","Automatic","Jersey City","NJ","Hatchback","2.0L Inline-4 Gas Turbocharged","RWD","29998"
"3943","Lexus","RX","29115","2018","Gas","2","0","Automatic","Little Falls","NJ","SUV","3.5L V-6 Gas","AWD","36337"
"3944","Chevrolet","Blazer","24846","2020","Gas","1","0","Automatic","Langhorne","PA","SUV","3.6L V-6 Gas Turbocharged","FWD","32998"
"3945","Mercedes-Benz","S-Class","14534","2019","Gas","1","0","Automatic","Englewood Cliffs","NJ","Sedan","3.0L V-6 Gas Turbocharged","AWD","69415"
"3946","Honda","Civic","14730","2019","Gas","1","0","Automatic","Jamaica","NY","Sedan","2.0L Inline-4 Gas","FWD","21883"
